release_date,title,artist,ranking,certification,streams,image,spotify,apple
2025-05-05,Murder Was The Case,Gucci Mane,#23,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_5/Murder_was_the_case.jpg,https://open.spotify.com/album/02IqjUNqTYsXLwW77uBJef?si=70d8c9104acb44de,https://music.apple.com/us/album/murder-was-the-case-booklet-version/575673925
2025-05-05,Blind Elephant,Gemstones,#6,Platinum,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_5/Gemstones-%20Blind%20Elephant.jpg,https://open.spotify.com/album/0NRSKx9z9YCS9lLKgD41A3?si=21e9912e22bd4a6a,https://music.apple.com/us/album/blind-elephant/982986124
2025-05-05,Hud Dreams,Knxwledge,,,"65,940,963",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_5/Knxwledge-%20Hud%20Dreams.jpg,https://open.spotify.com/album/7udRpnIdi1SS0oaLFsVwrD?si=a4af11a6ee494ed1,
2025-05-05,The 40 Akerz Project,Nappy Roots,,,"13,383,023",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_5/Nappy%20Roots-%20The%2040%20Akerz%20Project.jpg,https://open.spotify.com/album/2O6fVnQXt3atGDu8qTUS7m?si=080ec12048ea4272,https://music.apple.com/us/album/the-40-akerz-project/988235741
2025-05-05,The Good Fight,Oddisee,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_5/Oddisee-%20The%20Good%20Fight.jpg,https://open.spotify.com/album/4qv1LRoJjGuiIbqlnlVtvI?si=f5986cb443194f21,https://music.apple.com/us/album/the-good-fight/1768146513
2025-05-05,All the Beauty in This Whole Life,Brother Ali,#125,,"21,106,864",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_5/Brother_Ali_-_All_the_Beauty_in_This_Whole_Life.jpg,https://open.spotify.com/album/2qKVNxvV503G6MFKOR50W6?si=baee1ac9a7394c35,https://music.apple.com/us/album/all-the-beauty-in-this-whole-life/1516726200
2025-05-05,United States of Horror,Ho99o9,,,"11,696,854",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_5/United_States_of_Horror.jpg,https://open.spotify.com/album/3HXoKCEl7KReZyU8yqgpiS?si=b46f42b7926c47fa,https://music.apple.com/us/album/united-states-of-horror/1440930849
2025-05-05,7 Series,Kid Ink,,,"127,670,229",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_5/Kid%20Ink-%207%20Series.jpeg,https://open.spotify.com/album/5TeAtFCYpc0WELiph7eiAg?si=9dd07bc566784d79,https://music.apple.com/us/album/7-series/1227472895
2025-05-05,Everybody,Logic,#1,Platinum,"2,201,193,239",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_5/LogicEverybody.jpg,https://open.spotify.com/album/1HiN2YXZcc3EjmVZ4WjfBk?si=cec097df28af4ef5,https://music.apple.com/us/album/everybody/1440892046
2025-05-05,Organized Noize,Organized Noize,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_5/Organized%20Noize-%20Organized%20Noize.jpeg,https://open.spotify.com/album/5iyhje1plGJqZ9EXE8srMB?si=4616140836c3462b,https://music.apple.com/us/album/organized-noize/1501391240
2025-05-05,"There's Really a Wolf",Russ,#7,Platinum,,"https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_5/RussThere'sReallyaWolf.jpg",https://open.spotify.com/album/0lUL92det7mZ4DaHYmiUEC?si=70f805d3e8c94670,https://music.apple.com/us/album/theres-really-a-wolf/1226725825
2025-05-05,Good Luck With Your Life,Spose,,,"7,868,786",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_5/Spose-%20Good%20Luck%20With%20Your%20Life.jpeg,https://open.spotify.com/album/5yZ9mFz0UKG2VK1rsUQSyo?si=cc96fc9814524462,https://music.apple.com/us/album/good-luck-with-your-life/1221655047
2025-05-05,Son of the South,Upchurch,#182,,"103,340,307",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_5/Upchurch-%20Son%20of%20the%20South.jpg,https://open.spotify.com/album/2KmrqiE4mceeWK5PGrRwrg?si=8395f242e9184445,https://music.apple.com/us/album/son-of-the-south/1617371529
2025-05-05,Into the Further,Wrekonize,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_5/Wrekonize-%20Into%20the%20Further.jpeg,https://open.spotify.com/album/3cN2UExrUFkMoFIRK1GnmP?si=020a2355d6924efa,https://music.apple.com/us/album/into-the-further/1225492941
2025-05-05,El Chivo,Berner,,Platinum,"107,379,348",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_5/Berner-El%20Chivo.jpeg,https://open.spotify.com/album/0IbbPJkA83Unb76NTio1YP?si=0602872c6a8a4060,https://music.apple.com/us/album/el-chivo/1460406150
2025-05-05,The Resurrection,Suga Free,,,"6,733,112",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_5/Suga%20Free-%20The%20Resurrection.jpeg,https://open.spotify.com/album/7iMODEw22XBT58TMCQ0HQb?si=021f6613998c4869,https://music.apple.com/us/album/the-resurrection/1462588166
